Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Cabin.Seat.Switch.Massage.Increase.Row4.Pos2,"5021","actuator","boolean","False","","","","Increase massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Increase.Row4.Pos3,"5021","actuator","boolean","False","","","","Increase massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Increase.Row4.Pos4,"5021","actuator","boolean","False","","","","Increase massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Increase.Row4.Pos5,"5021","actuator","boolean","False","","","","Increase massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease,"5022","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1,"5022","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1.Pos1,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1.Pos2,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1.Pos3,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1.Pos4,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row1.Pos5,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2,"5022","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2.Pos1,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2.Pos2,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2.Pos3,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2.Pos4,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row2.Pos5,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3,"5022","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos1,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos2,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos3,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos4,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row3.Pos5,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4,"5022","actuator","boolean","True","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos1,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos2,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos3,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos4,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Massage.Decrease.Row4.Pos5,"5022","actuator","boolean","False","","","","Decrease massage level switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline,"5023","branch","","False","","","","Recline switches","","",""
Vehicle.Cabin.Seat.Switch.Recline.Backward,"5024","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1,"5024","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos1,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos2,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos3,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos4,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row1.Pos5,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2,"5024","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos1,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos2,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos3,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos4,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row2.Pos5,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3,"5024","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos1,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos2,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos3,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos4,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row3.Pos5,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4,"5024","actuator","boolean","True","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos1,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos2,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos3,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos4,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Backward.Row4.Pos5,"5024","actuator","boolean","False","","","","Seatback recline backward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward,"5025","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1,"5025","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos1,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos2,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos3,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos4,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row1.Pos5,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2,"5025","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos1,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos2,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos3,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos4,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row2.Pos5,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3,"5025","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos1,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos2,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos3,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos4,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row3.Pos5,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4,"5025","actuator","boolean","True","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos1,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos2,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos3,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos4,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Recline.Forward.Row4.Pos5,"5025","actuator","boolean","False","","","","Seatback recline forward switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion,"5026","branch","","False","","","","Cushion switches","","",""
Vehicle.Cabin.Seat.Switch.Cushion.Up,"5027","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1,"5027","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos1,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos2,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos3,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos4,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row1.Pos5,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2,"5027","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos1,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos2,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos3,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos4,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row2.Pos5,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3,"5027","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos1,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos2,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos3,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos4,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row3.Pos5,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4,"5027","actuator","boolean","True","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos1,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos2,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos3,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos4,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Up.Row4.Pos5,"5027","actuator","boolean","False","","","","Seat cushion up switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down,"5028","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",[['Row[1,4]', 'Pos[1,5]']]
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1,"5028","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos1,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos2,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos3,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos4,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row1.Pos5,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2,"5028","actuator","boolean","True","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos1,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos2,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos3,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos4,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
Vehicle.Cabin.Seat.Switch.Cushion.Down.Row2.Pos5,"5028","actuator","boolean","False","","","","Seat cushion down switch engaged","","","",
